Inter-edge Weight MLN,Measurement,0.1,0.2,0.3,0.4,0.5
1.3,pr_w,0.4115,0.4115,0.4115,0.4115,0.4115
1.3,sp,0.4043,0.4112,0.4111,0.4123,0.4119
1.3,sp_w,0.3974,0.3974,0.3974,0.3974,0.3974
1.3,stg,0.4069,0.4069,0.4069,0.4069,0.4069
1.3,accs_h2,0.3576,0.3704,0.369,0.3829,0.3929
1.3,sym_h_b_h2,0.3454,0.3449,0.3395,0.3408,0.3377
1.3,sym_l_b_h2,0.3663,0.3685,0.3473,0.3265,0.3158
1.5,dg,0.4043,0.4112,0.4122,0.4147,0.4144
1.5,gaccs,0.4031,0.4113,0.4123,0.415,0.4134
1.5,pr,0.3987,0.4086,0.4126,0.4161,0.4162
1.5,pr_w,0.414,0.414,0.414,0.414,0.414
1.5,sp,0.4042,0.4113,0.4116,0.4135,0.411
1.5,sp_w,0.3971,0.3971,0.3971,0.3971,0.3971
1.5,stg,0.4088,0.4088,0.4088,0.4088,0.4088
1.5,accs_h2,0.3582,0.3661,0.3698,0.3821,0.3906
1.5,sym_h_b_h2,0.3422,0.3455,0.3368,0.3386,0.3388
1.5,sym_l_b_h2,0.3683,0.3669,0.347,0.3265,0.3215
1.7,dg,0.4027,0.4118,0.4108,0.4122,0.4151
1.7,gaccs,0.4027,0.4122,0.41,0.4115,0.4137
1.7,pr,0.3995,0.4078,0.4094,0.415,0.4177
1.7,pr_w,0.4173,0.4173,0.4173,0.4173,0.4173
1.7,sp,0.4024,0.4125,0.4094,0.4129,0.4111
1.7,sp_w,0.397,0.397,0.397,0.397,0.397
1.7,stg,0.4101,0.4101,0.4101,0.4101,0.4101
1.7,accs_h2,0.3589,0.3658,0.3701,0.383,0.394
1.7,sym_h_b_h2,0.3433,0.346,0.3394,0.3423,0.329
1.7,sym_l_b_h2,0.3693,0.3699,0.3542,0.3321,0.3204
1.9,dg,0.4039,0.4125,0.4097,0.4134,0.4111
1.9,gaccs,0.403,0.4127,0.4093,0.4158,0.4105
1.9,pr,0.3995,0.4073,0.4113,0.4127,0.4165
1.9,pr_w,0.4168,0.4168,0.4168,0.4168,0.4168
1.9,sp,0.4038,0.4123,0.4094,0.4096,0.41
1.9,sp_w,0.3964,0.3964,0.3964,0.3964,0.3964
1.9,stg,0.4101,0.4101,0.4101,0.4101,0.4101
1.9,accs_h2,0.3565,0.3665,0.3724,0.3838,0.3926
1.9,sym_h_b_h2,0.3384,0.3431,0.3347,0.3365,0.325
1.9,sym_l_b_h2,0.368,0.3707,0.3565,0.3332,0.32
